star,shop_url,comment_id,support_num,shop_name,content,shop_id,shop_kind,time,user_id
50,http://www.dianping.com/shop/66533377,351746887,(0),一叶一世界藏...,因为减肥 所以聚会选了素食 谁知道我又是吃的最多的那个 ……不过还真挺好吃的 佛家装饰让你感觉吃饭的同时心灵也净化了 点了桃花泪 还是推荐的 口感丝滑甜蜜 锅我选了菌菇的 额 菌菇味道好重呢 最不推荐的是竹轮 感觉像在吃橡皮啊……他家的汤底可以直接饮用 多吃素 好的！噢 对了 电话预订的时候 还发了很详细的路线过来 细节不错的,66533377,小火锅,06-06,1635576
40,http://www.dianping.com/shop/66533377,345269470,(1),一叶一世界藏茶素食火锅,下雨天，虽然已经入春但还透着凉意，突然想吃热气腾腾的火锅，但又怕上火，于是在收藏列表里找了这家素菜火锅，尝试一下。到店已经下午一点了，本来想应该过了用餐高峰，想不到还要等位，而且服务员说应该要一小时左右，瞬间崩溃了感觉白饿那么久肚子了，但是来都来了也只能等了。店里环境倒是和静安寺很符合，处处透着佛学文化，服务员也是个个看着像皈依我佛的佛教子弟。锅底用的是普洱，所有丸子都是素菜荤做。爱情扎萨不错，关键是背后的爱情故事让人赞叹。罗汉果没有了，点的木耳糕，开头觉得不错很有嚼劲，吃多了木耳味太重，不喜欢的人不太适应。总体来说味道不错，吃惯了重口的火锅，换换口味也是不错的。,66533377,小火锅,04-29,6006939
50,http://www.dianping.com/shop/66533377,344742142,(0),一叶一世界藏茶素食火锅,四月初一茹素，选了这家离静安寺不远的素食火锅。第一次来没订座，结果只有拼桌了。选了团购套餐，两个人完全够饱。一人一锅，套餐里是清汤锅，就是藏茶锅。喜袋和年糕都很好吃。这家的特色是调料，芝麻非常香，两碟吃下来不饱也饱了。感觉这家素食火锅有一个主题就是曲珍，曲珍的传说，曲珍的歌曲，与曲珍有关的菜式，很独特。出门时买了点藏茶和点心。现场充值可以直接享受会员价，食品6.8折，非常划算，性价比超高，服务小姐介绍因为他家在成都店有专人供养，旨在推广素食和结缘。最后说下服务。刚进门时是不太满意这家的服务的，店里没有一桌客人，服务生都在吃饭，但还是只允许拼桌，拼桌还要规定座位。询问藏茶的味道时服务生语焉不详，最后也只能随便挑了两款。虽然服务态度挺好的，但和这家餐厅其他方便相比，服务略显不够人性化。最后送了三张光盘卡，介绍说集齐五张可以兑换一个单人套餐。最后的最后，建议小伙伴们提前预约订座，先充值再买单，可能比团购更划算。有机会会再来的。,66533377,小火锅,04-26,14362772
50,http://www.dianping.com/shop/66533377,350093678,(0),一叶一世界藏茶素食火锅,有半年没有去了，人气还是一如既往的火爆，点评上团购了午餐券，订了位子，快速过去，吃到一半已经几乎客满，快速吃完，要不就要和人拼桌勒。一人吃有单人套餐，90米，原味锅底，拼盆（素丸子，素海参，喜袋，素五花肉）海带伢，菠菜，金针菇，一碗桃花泪，一个爱情扎堆。足以。好喜欢他家的锅底，吃了没有油腻感，清爽舒服，虽然好饱但不会涨，他家的调料也好吃，看着没有啥特别，可家里就是做不出那个味道，现在已经不提供纸巾了，要不自己带要不就是付款了……希望有更多这样的店家，他家已经有十几个分店了，生意真的好好啊！,66533377,小火锅,05-28,2534637
50,http://www.dianping.com/shop/66533377,348069476,(1),一叶一世界藏茶素食火锅,和吃素信佛的朋友相约去此处，本人一直觉得一叶一世界的服务很好，店内的服务员小弟小妹有信仰很面善，本人不是素食主义者，也不爱素火锅，但却爱上了此处的点心，名曰次弟花开的鲜花饼和三个一份的三色糕点，爱情扎撒也尚可，朋友对素食有份热爱和理念，平和且无欲求，相约在此处安安静静的喝一小扎豆茶，品几份糕点，让时光静静流淌~素食可以不单一，素点一样很可囗~谢谢收银台的小妹赠予惜福卡，光盘行动是珍惜食物更是美德，五张惜福卡可兑一份单人餐，这样的理念和活动是鼓励大家学会珍惜，服务员个个都很赞!,66533377,小火锅,05-16,61703784
50,http://www.dianping.com/shop/66533377,351459995,(0),一叶一世界藏茶素食火锅,第一次尝试素火锅，感受不错。坐落于静安寺，比较幽静，装修雅致，符合素食理念。到店较晚，稍等了一会就有位置了。点了推荐的几个菜，服务员帮忙填了酱料，味道不错。小火锅，感觉汤底味道差不多，里面的涮菜真心不错。素丸子，感觉软软的但也有弹性，感觉有菌菇，鲜嫩。太平燕，长得真像小馄饨，也挺好吃。黑木耳糕，口感层次丰富，好吃。喜袋，外面是油豆腐，里面包了玉米粒，胡萝卜等食材，也很好吃。虫草菌，脆脆的，不错哦。两个点心，爱情扎萨，有花椒味，香香的，好吃！鲜花饼不是很甜，清香，灵的！酱料里的黄豆好好吃！,66533377,小火锅,06-04  更新于17-06-04 22:00,31663517
40,http://www.dianping.com/shop/66533377,347093358,(2),一叶一世界藏茶素食火锅,之前来的 补一评～素火锅 心血来潮想试试 结果…还是吃肉适合我环境很佛 一人一小锅 点了个套餐 三个人还零七零八加了点推荐菜锅底好像就是喝的茶水 天呢🙄套餐里的石锅饭巨小 以为是一人一份 万万没想到只有一碗☹️山药粉皮还不错 不过也吃不出和外面宽粉的区别啊喂  木耳糕蛮好次 爱情扎萨无爱啊 咬了一口丢给小伙伴了  桃花泪好像浓稠版的酸梅汤 酸甜开胃 竹笙我平时喜欢的 但是竹笙盖（貌似叫这个）是什么鬼啊 自己要点的哭着也要吃完🙃养生养生养生 但还是爱垃圾食品 难得吃这个洗个胃不绰,66533377,小火锅,05-10  更新于17-05-10 00:14,8586111
50,http://www.dianping.com/shop/66533377,351459043,(0),一叶一世界藏茶素食火锅,食素界的朋友过生日请吃饭一直对素食店的感觉很好，这家也不例外～工作日中午，生意依然很好～四人各点一锅，每个锅都清清淡淡～点了一桌菜，服务员摆桌潮用心有木有！一般火锅店都乱放乱放对的，他们家摆桌艺术哟～一开始也以为收找空的放，结果快放完才发现，也太美了吧！图四的那个筒装面，好好吃！！,66533377,小火锅,06-04,1119863
50,http://www.dianping.com/shop/66533377,350551894,(0),一叶一世界藏茶素食火锅,【位置】 地铁🚇静安寺站，2⃣️7⃣️号线能到～下来步行5分钟，1788里～【环境】店铺装修很讲究，一股藏族风情，放的背景音乐也是～【服务】服务员的态度棒，非常nice点的是双人套餐，东西还挺多，第一次尝试素食火锅还挺新鲜的～锅底 感觉有点药膳的样子，放着一个汤包，感觉挺养生的～菜品，各种素食材料做成的虾仁🍤～肉啊～等等，都挺不错的下次再试试其他的菜品～,66533377,小火锅,05-30,21619588
50,http://www.dianping.com/shop/66533377,351363548,(1),一叶一世界藏茶素食火锅,居然吃到了这么好吃的素食火锅！ 室友生日聚餐选的超棒的店 贡丸 罗汉果 木耳膏看起来质地差不多但是味道口感都不一样 感觉有竹荪木耳笋等材料 最关键的是都不油 在素食店很不容易了 锅底我点的柠檬 有点不搭 整体味道不错 吃过很舒服 豆茶渣很多 很稠 有个服务员傻傻的 希望贵店再提高点服务水准就完美了,66533377,小火锅,06-04,109399896
50,http://www.dianping.com/shop/18004188,349359954,(2),渝利火锅,出差回来突然很想吃辣，去了长泰这家人气旺的火锅。每个桌台都是麻将桌，上头再架一个玻璃板就成了餐桌。火锅点了鸳鸯锅，不辣的那一半，点的是高汤。高汤煮出来的菌菇味道真的很赞。手切牛肉要多煮一会更好吃。宽粉很入味，加分。毛肚和鹅肠可圈可点。最惊喜的是小料，鲜辣酱配蒜泥+小葱花太好吃了，百搭。酥肉觉得一般，没有香天下的好吃。份量上建议加上半份可选的，两人用餐的话，一份显然有点多！服务态度很好，服务员很积极热情，及时解决问题，培训的不错。看到很多人一大盘一大盘的取西瓜块，刚上一盆区区几个人就抢光了，拿回去又放着，吃不掉感觉很浪费。还是希望大家不要浪费。,18004188,火锅,05-23,774108004
40,http://www.dianping.com/shop/18004188,346654167,(5),渝利火锅,从96广场店开业不久就开始吃这家重庆火锅了~而且越来越火，现在动不动就是排队2个小时....除了地理位置原因（大张江中心附近也有他们和隔壁的高老九属于比较可以的），味道当然也是大家的考量的依据之一~相比之下，更喜欢渝利，所以下课之后和领导直奔长泰~比较幸运的是到店里没有排队直接就落座了，等后面我拿酱料的时候发现门口又排了几桌~来得早不如来得巧就是这样了！因为上次吃纯老重庆的时候吃到最后觉得是在太辣~点的是鸳鸯锅，火锅三宝里黄喉不喜欢，毛肚卖光了...光了...了...只有鹅肠可以点，肥牛也是必点的~不可免俗的还点了一份牛蛙~~自从哥老官大火之后，牛蛙似乎也变成了火锅里的标配~鹅肠不会很薄，所以更有脆劲，吃起来更带劲，能感受到哪种咯嘣脆的快感~喜欢~推荐肥牛有点出乎意料，不到40的价格能有这个品质~塌了之后也没有一夹就散开~涮熟了以后也还是一整片~基本和在盘里的形状是一样的~要知道很多小有名气的火锅牛肉卷一夹就碎，最后不得不用漏勺来煮~推荐牛蛙被我们煮的时间有点长，稍微有点老了~建议像其他火锅一样放个小沙漏，到时间直接开吃，这样才不会错过最佳时刻~锅底刚开始的时候感觉有些稀薄，不想印象中的牛油火锅应有的样子，但是煮过一段时间之后味道开始对了~这个时候感觉是最好吃的，厚重的味道~涮肉的时候也能感受到~后面加汤之后又有点像开始的情况~辣锅也没什么太多渣渣，煮东西不会担心最后找不到~感觉有点像成都的清油火锅和重庆的牛油火锅结合了一下，哈哈哈红糖糍粑一定要裹着糖粉吃~可以避免糯米黏在牙上~而且吃的过程会多出一种口感~插播一个小插曲~第二次拿酱料的时候，酱油没有了~服务员说店里所有的酱油都没有了~生意也太好了吧！！！！！！服务现在越来越好~~基本上也是有求必应，帮我们拿了几次西瓜~大又甜,18004188,火锅,05-07,13214258
50,http://www.dianping.com/shop/18004188,349374897,(1),渝利火锅,老顾客啦，每每来到长泰就能想到渝利，但是自己又是个不爱吃火锅的人儿，感觉自己都不敢相信我不爱火锅这件事😂😂这次来又发现有新上的菜品，等我一一来翻你们的牌子，当然除了渝利的黄金菜品蟹肉棒以外加点了一份猪🐷的上颚，就是猪猪🉐天花板，图一，口号脆脆的，煮完像是鱿鱼一样卷起来，但是有点油油的肥肥的感觉，但是口感并没有肥，说来也很奇怪，适合辣锅烫，今天抛弃了我的炸豆皮，点了一份渝利豆皮，果然不出意料豆制品跟火锅是绝配毋庸置疑的，这次用了会员的升级代金券88，再用了会员积分，这么下来就非常合算，吃的好还实惠，还有一定一定再说一遍，手切牛肉很好吃，真的很好吃，他们家麻辣锅也很棒，适合像我一样爱吃辣但是吃不了麻辣的人😜😜,18004188,火锅,05-24,2225717
50,http://www.dianping.com/shop/18004188,348150279,(1),渝利火锅,朋友聚会选在了长泰广场，发现这家人气火锅店，就果断选这家了。老规矩鸳鸯锅底，吃后觉得他家的蟹肉棒，手切牛肉颇有特色。蟹肉棒涮后都不散，像开花一样。手切牛肉，很厚实一大块，吃起来既有牛肉的嚼劲，又不会老的咬不动。鹅肠，牛肚，黄喉三宝，清洗的很干净，量也还可以。个人比较喜欢鹅肠爽脆的口感。牛蛙腿个个很大个，放辣锅涮涮就能很入味，腿肉紧实，非常够味！菜单上菜的选择很多，还有几道不常见的菜，如鹅掌等。这家店的环境布置很有特色，酒坛吧台、鸟笼包厢、麻将火锅桌。最棒的是还有露天阳台和小孩滑梯，大人聊天吃火锅喝啤酒，孩子爱咋蹦咋蹦。,18004188,火锅,05-16,1029493
50,http://www.dianping.com/shop/18004188,349280139,(2),渝利火锅,地铁出来抬头就看到渝利火锅的招牌了，直达电梯到店门口，5个人选了“麻将桌”。真的很特别的火锅桌子，玻璃下压了一副打到一半的麻将，感觉吃完就能直接打麻将了。牛蛙必点的一盘6个近20厘米长的牛蛙，还经过腌制，下了辣锅后更加入味好吃。九尺鹅肠比普通鸭肠更宽，下锅后6秒钟就要及时的吃，配上蒜泥油碟香脆的口感。经典的手切牛肉久煮不老，和雪花牛肉相比，两个牛肉各有千秋，一个有嚼劲一个入口即化。最后来一份红糖糍粑，香脆的糍粑配上甜甜的红糖汁，怀念在四川边打麻将边吃串串的日子很是惬意。,18004188,火锅,05-23,3531633
50,http://www.dianping.com/shop/18004188,348899941,(1),渝利火锅,长泰广场的渝利火锅环境很好，有个很大的露天天台。带着宝宝边吃饭边在那疯玩滑滑梯，也不影响家里人吃饭，活动空间很大，而且因为都是客人带孩子的不多。整个露台都是小霸王的天下。食材方面最爱的还是牛蛙，腿粗肉肥且不多说，而且还特意腌制过，配了酸菜下锅。配菜的酸菜很爽口，下锅后酸中带辣。做虾滑的时候服务员很热心来帮我们下锅，我们要求快点下锅，服务员帮我们一个个做成圆圆的虾球，还说做得好看点客人吃得也开心，实在是太有心了。厚切的牛肉是必点的，老肉片下锅后很有嚼劲，久煮不老。小食的水果西瓜没有籽，都切好自助式的。宝宝吃起来很方便，一个人他就吃了一大盘。,18004188,火锅,05-21,937513242
40,http://www.dianping.com/shop/18004188,349660977,(0),渝利火锅,本人喜欢吃火锅，渝利火锅好多家门店都有光顾过，一般七点左右排位，大概要等一小时左右，他们对于等位超过半小时以上的客人也会有赠送不同价位的小菜作为补偿，但昨天我明明已经等位超过45分钟了，也没有服务员说送菜啊😤，当时我也忘了这一茬😩         首先每次光顾必点的就是红糖糍粑，裹着糖粉沾点糖浆真心软糯，就算撑了，我还能一个人干掉一份😋。午餐肉也是必点菜品之一，渝利的午餐肉不会让人有吃面粉的感觉，麻辣锅里煮过的午餐肉味道让人欲罢不能。39的牛蛙分量十足，蛙肉也是非常鲜嫩。          这次某人强力推荐吃香菜猪肉丸，一根竹签一个丸子，放锅里串的时间长了也不会老，本来点了半份准备试下水，但完全不够吃啊，半份是五个丸子哦。          渝利的菜品都是很不错的，价格实惠，分量又足。,18004188,火锅,05-25,6351853
50,http://www.dianping.com/shop/18004188,348329396,(0),渝利火锅,这家店生意一直爆好，工作日晚市下班过来约会，排了蛮长时间队的，因为在公司附近，所以其实经常过来用餐的。喜欢他家的蟹柳，不同于其他火锅店，都是面粉，这家的还是蛮赞的，久煮不散，摆盘和口味都很不错。喜欢他家的牛肉，切的厚厚的，一片片，咬在嘴里很过瘾。基围虾，虾的个头都很大，很新鲜，放进白汤略煮，鲜甜美味。虾滑弹性十足，满满都是虾肉很纯粹，很鲜美。豆皮，火锅必点，红汤白汤都可以涮，再加一份蔬菜，吃完降降燥。二个人吃的很饱了，很正宗。,18004188,火锅,05-17,5155438
